feedback_id,feedback_text,rating,metro_line,station,feedback_date,journey_type,issue_category,subtopic,sentiment,sentiment_score,urgency,passenger_type,resolution_status,language,data_source,processed_text,dominant_topic_id,discovered_topic
MPF01758,"Today, Buying the ticket was quick and easy.",4,Line 1,DN Nagar,2026-03-28,Shopping,Ticketing,ticket_machine,Positive,0.88,Low,General,Not Required,English,Synthetic Review,today buying ticket quick easy,4,Ticket Pricing & Short Distance Fares
MPF01759,"Today, The station floor was dirty and bins were overflowing.",3,Line 6,Shyam Nagar,2026-02-22,Daily commute,Cleanliness,station_cleanliness,Neutral,-0.05,Medium,Senior citizen,Not Required,English,Synthetic Review,today station floor dirty bin overflowing,5,Station Staff Behavior & Security
MPF01760,"During my trip, Buying the ticket was quick and easy.",5,Line 3,Marol Naka,2026-08-01,Work,Ticketing,qr_scanner,Positive,0.81,Low,General,Not Required,English,Synthetic Complaint,trip buying ticket quick easy,4,Ticket Pricing & Short Distance Fares
MPF01761,"Overall, Crowding near the doors made boarding difficult.",3,Line 6,Swami Samarth Nagar,2026-08-22,Work,Crowding,platform_crowding,Neutral,-0.05,Medium,Student,Not Required,English,Synthetic Review,overall crowding near door made boarding difficult,3,Daily Commuter Fare Structure & Review
MPF01762,Security presence at the station was reassuring.,5,Line 6,Jogeshwari,2026-04-23,College,Safety,general_safety,Positive,0.63,Low,Working professional,Resolved,English,Synthetic Complaint,security presence station reassuring,5,Station Staff Behavior & Security
MPF01763,"During my trip, There should be more working ticket counters during rush hours.",3,Line 3,Marol Naka,2026-03-10,Daily commute,Ticketing,qr_scanner,Neutral,-0.03,Medium,Senior citizen,Resolved,English,Synthetic Complaint,trip working ticket counter rush hour,1,Escalator & Lift Operational Maintenance
MPF01764,"In my experience, The station staff were polite and helpful.",5,Line 6,Jogeshwari,2026-04-18,College,Staff Behaviour,staff_politeness,Positive,0.89,Low,General,Not Required,Hinglish,Synthetic Complaint,experience station staff polite helpful,5,Station Staff Behavior & Security
MPF01765,"During my trip, Crowding near the doors made boarding difficult.",3,Line 2A,Shimpoli,2026-03-16,Tourism,Crowding,platform_crowding,Neutral,-0.02,Medium,Senior citizen,Resolved,English,Synthetic Review,trip crowding near door made boarding difficult,3,Daily Commuter Fare Structure & Review
MPF01766,The lift was out of service and caused inconvenience.,2,Line 2A,Dahisar East,2026-01-24,Tourism,Facilities,seating_and_water,Negative,-0.71,High,Working professional,Not Required,English,Synthetic Review,lift service caused inconvenience,2,Train Service Delays & Inconvenience
MPF01767,"Overall, It was difficult to connect from the metro to the bus stop.",2,Line 1,Azad Nagar,2026-08-26,College,Connectivity,interchange,Negative,-0.46,High,General,Not Required,English,Synthetic Review,overall difficult connect metro bus stop,3,Daily Commuter Fare Structure & Review
MPF01768,"Today, The lift was out of service and caused inconvenience.",1,Line 2A,Shimpoli,2026-02-28,Tourism,Facilities,escalator,Negative,-0.68,High,General,Open,English,Synthetic Survey,today lift service caused inconvenience,2,Train Service Delays & Inconvenience
MPF01769,"During my trip, Frequent delays on this route are becoming difficult for daily commuters.",3,Line 6,Swami Samarth Nagar,2026-04-25,Shopping,Delay,missed_connection,Neutral,0.03,Medium,Student,In Review,English,Synthetic Review,trip frequent delay route becoming difficult daily commuter,3,Daily Commuter Fare Structure & Review
MPF01770,"Today, Please improve cleanliness in the washroom area.",2,Line 7,Goregaon East,2026-07-11,Tourism,Cleanliness,coach_cleanliness,Negative,-0.76,High,General,Not Required,English,Synthetic Review,today please improve cleanliness washroom area,6,Station Seating & Signage Amenities
MPF01771,Seats and windows were clean during my journey.,5,Line 3,BKC,2026-07-15,Daily commute,Cleanliness,washroom_cleanliness,Positive,0.75,Low,General,Resolved,English,Synthetic Complaint,seat window clean journey,4,Ticket Pricing & Short Distance Fares
MPF01772,"During my trip, The ticket price feels expensive for a short journey.",3,Line 3,MIDC,2026-06-25,Shopping,Fare,fare_complaint,Neutral,0.0,Medium,Working professional,Open,English,Synthetic Survey,trip ticket price feel expensive short journey,4,Ticket Pricing & Short Distance Fares
MPF01773,"Today, Too many passengers were packed into the train today.",1,Line 3,Aarey JVLR,2026-01-23,Other,Crowding,platform_crowding,Negative,-0.84,High,General,In Review,English,Synthetic Complaint,today many passenger packed train today,7,Train & Platform Overcrowding
MPF01774,Crowding near the doors made boarding difficult.,3,Line 6,Swami Samarth Nagar,2026-07-03,Daily commute,Crowding,platform_crowding,Neutral,0.05,Medium,Tourist,Resolved,English,Synthetic Review,crowding near door made boarding difficult,3,Daily Commuter Fare Structure & Review
MPF01775,"Overall, Frequent delays on this route are becoming difficult for daily commuters.",2,Line 1,Andheri,2026-08-17,Work,Delay,late_train,Negative,-0.66,High,General,Resolved,English,Synthetic Complaint,overall frequent delay route becoming difficult daily commuter,3,Daily Commuter Fare Structure & Review
MPF01776,"During my trip, Better last-mile connectivity would help passengers.",4,Line 2A,Kandarpada,2026-03-25,Daily commute,Connectivity,bus_connection,Positive,0.91,Low,Working professional,Not Required,English,Synthetic Review,trip better lastmile connectivity would help passenger,7,Train & Platform Overcrowding
MPF01777,"During my trip, The ticket price feels expensive for a short journey.",2,Line 6,Kanjurmarg,2026-08-04,Daily commute,Fare,frequent_commuter_cost,Negative,-0.54,High,Tourist,Not Required,English,Synthetic Survey,trip ticket price feel expensive short journey,4,Ticket Pricing & Short Distance Fares
MPF01778,Security presence at the station was reassuring.,5,Line 2A,Dahisar East,2026-06-08,Daily commute,Safety,general_safety,Positive,0.73,Low,Senior citizen,Resolved,English,Synthetic Review,security presence station reassuring,5,Station Staff Behavior & Security
MPF01779,The QR ticket scanner worked smoothly.,5,Line 2A,Goregaon West,2026-03-20,Tourism,Ticketing,counter_queue,Positive,0.7,Low,General,Not Required,English,Synthetic Survey,qr ticket scanner worked smoothly,4,Ticket Pricing & Short Distance Fares
MPF01780,"During my trip, Too many passengers were packed into the train today.",1,Line 1,Andheri,2026-06-04,Tourism,Crowding,peak_hour_crowding,Negative,-0.83,High,Tourist,Resolved,English,Synthetic Complaint,trip many passenger packed train today,7,Train & Platform Overcrowding
MPF01781,"Today, More seating and drinking water facilities are needed.",4,Line 1,Ghatkopar,2026-04-02,Work,Facilities,escalator,Positive,0.57,Low,Working professional,Resolved,English,Synthetic Review,today seating drinking water facility needed,6,Station Seating & Signage Amenities
MPF01782,"In my experience, There should be more working ticket counters during rush hours.",2,Line 6,Shyam Nagar,2026-07-28,Work,Ticketing,ticket_machine,Negative,-0.94,High,Tourist,Resolved,English,Synthetic Review,experience working ticket counter rush hour,1,Escalator & Lift Operational Maintenance
MPF01783,"During my trip, The staff member at the counter was rude and unhelpful.",1,Line 1,Azad Nagar,2026-05-30,Shopping,Staff Behaviour,staff_helpfulness,Negative,-0.82,High,General,Not Required,English,Synthetic Review,trip staff member counter rude unhelpful,5,Station Staff Behavior & Security
MPF01784,"Today, Too many passengers were packed into the train today.",2,Line 7,Jogeshwari East,2026-01-10,Shopping,Crowding,peak_hour_crowding,Negative,-0.89,High,General,Open,English,Synthetic Complaint,today many passenger packed train today,7,Train & Platform Overcrowding
MPF01785,"During my trip, Security presence at the station was reassuring.",5,Line 6,Swami Samarth Nagar,2026-04-06,Work,Safety,platform_safety,Positive,0.95,Low,Working professional,Not Required,English,Synthetic Complaint,trip security presence station reassuring,5,Station Staff Behavior & Security
MPF01786,"Today, The ticket machine was not working and caused a queue.",2,Line 6,Shyam Nagar,2026-07-01,Shopping,Ticketing,counter_queue,Negative,-0.94,High,Working professional,Resolved,English,Synthetic Review,today ticket machine working caused queue,1,Escalator & Lift Operational Maintenance
MPF01787,"In my experience, Seats and windows were clean during my journey.",5,Line 3,MIDC,2026-08-27,Other,Cleanliness,washroom_cleanliness,Positive,0.77,Low,Student,Not Required,Hinglish,Synthetic Complaint,experience seat window clean journey,4,Ticket Pricing & Short Distance Fares
MPF01788,"During my trip, Please improve cleanliness in the washroom area.",1,Line 1,Azad Nagar,2026-05-25,Work,Cleanliness,washroom_cleanliness,Negative,-0.38,High,Student,Not Required,English,Synthetic Review,trip please improve cleanliness washroom area,6,Station Seating & Signage Amenities
MPF01789,"During my trip, The station floor was dirty and bins were overflowing.",2,Line 1,Versova,2026-05-05,Daily commute,Cleanliness,station_cleanliness,Negative,-0.72,High,General,Open,English,Synthetic Complaint,trip station floor dirty bin overflowing,5,Station Staff Behavior & Security
MPF01790,"Today, Too many passengers were packed into the train today.",2,Line 7,Aarey,2026-04-19,Work,Crowding,platform_crowding,Negative,-0.55,High,Working professional,Not Required,English,Synthetic Survey,today many passenger packed train today,7,Train & Platform Overcrowding
MPF01791,"Overall, Broken fixtures and damaged signs should be repaired.",1,Line 7,Aarey,2026-06-03,Work,Maintenance,signage_and_fixtures,Negative,-0.62,High,Tourist,Resolved,English,Synthetic Survey,overall broken fixture damaged sign repaired,7,Train & Platform Overcrowding
MPF01792,Please review the fare for frequent daily commuters.,3,Line 3,Marol Naka,2026-07-27,Other,Fare,fare_value,Neutral,0.1,Medium,Tourist,In Review,Hinglish,Synthetic Survey,please review fare frequent daily commuter,3,Daily Commuter Fare Structure & Review
MPF01793,"In my experience, Too many passengers were packed into the train today.",3,Line 2A,Shimpoli,2026-02-26,Daily commute,Crowding,door_area_crowding,Neutral,0.01,Medium,Working professional,Resolved,English,Synthetic Complaint,experience many passenger packed train today,7,Train & Platform Overcrowding
MPF01794,"Today, The coach condition was good and everything looked maintained.",5,Line 3,SEEPZ,2026-03-12,College,Maintenance,equipment,Positive,0.8,Low,Working professional,Not Required,English,Synthetic Survey,today coach condition good everything looked maintained,0,Coach & Infrastructure Maintenance
MPF01795,"During my trip, Too many passengers were packed into the train today.",1,Line 1,Ghatkopar,2026-08-11,Shopping,Crowding,door_area_crowding,Negative,-0.68,High,Senior citizen,In Review,English,Synthetic Survey,trip many passenger packed train today,7,Train & Platform Overcrowding
MPF01796,"Today, Better last-mile connectivity would help passengers.",3,Line 1,Andheri,2026-08-20,Daily commute,Connectivity,last_mile,Neutral,-0.02,Medium,General,In Review,English,Synthetic Complaint,today better lastmile connectivity would help passenger,7,Train & Platform Overcrowding
MPF01797,"Overall, Security presence at the station was reassuring.",5,Line 3,BKC,2026-06-05,Shopping,Safety,platform_safety,Positive,0.74,Low,Tourist,Not Required,Hinglish,Synthetic Review,overall security presence station reassuring,5,Station Staff Behavior & Security
MPF01798,"Overall, The interchange process was smooth and well signposted.",5,Line 1,DN Nagar,2026-03-07,Other,Connectivity,last_mile,Positive,0.69,Low,Working professional,Not Required,Hinglish,Synthetic Complaint,overall interchange process smooth well signposted,0,Coach & Infrastructure Maintenance
MPF01799,"In my experience, Too many passengers were packed into the train today.",2,Line 3,Marol Naka,2026-03-06,College,Crowding,door_area_crowding,Negative,-0.61,High,Tourist,Open,English,Synthetic Survey,experience many passenger packed train today,7,Train & Platform Overcrowding
MPF01800,"Today, Seats and windows were clean during my journey.",5,Line 7,Jogeshwari East,2026-07-20,Work,Cleanliness,washroom_cleanliness,Positive,0.78,Low,Working professional,Not Required,English,Synthetic Complaint,today seat window clean journey,4,Ticket Pricing & Short Distance Fares
MPF01801,"During my trip, Better last-mile connectivity would help passengers.",3,Line 3,BKC,2026-03-04,Other,Connectivity,bus_connection,Neutral,-0.09,Medium,Student,In Review,English,Synthetic Review,trip better lastmile connectivity would help passenger,7,Train & Platform Overcrowding
MPF01802,"Overall, The fare is reasonable for the service provided.",3,Line 3,Marol Naka,2026-06-28,College,Fare,frequent_commuter_cost,Neutral,0.04,Medium,General,Not Required,English,Synthetic Complaint,overall fare reasonable service provided,2,Train Service Delays & Inconvenience
MPF01803,"In my experience, Seats and windows were clean during my journey.",4,Line 3,MIDC,2026-02-13,Daily commute,Cleanliness,washroom_cleanliness,Positive,0.68,Low,Senior citizen,Resolved,English,Synthetic Review,experience seat window clean journey,4,Ticket Pricing & Short Distance Fares
MPF01804,"Today, The station has clean lifts and working escalators.",4,Line 1,Andheri,2026-02-02,Other,Facilities,escalator,Positive,0.57,Low,Tourist,Not Required,English,Synthetic Review,today station clean lift working escalator,1,Escalator & Lift Operational Maintenance
