feedback_id,feedback_text,rating,metro_line,station,feedback_date,journey_type,issue_category,subtopic,sentiment,sentiment_score,urgency,passenger_type,resolution_status,language,data_source,processed_text
MPF01582,"Today, Frequent delays on this route are becoming difficult for daily commuters.",2,Line 3,Marol Naka,2026-08-14,Shopping,Delay,service_frequency,Negative,-0.39,High,Working professional,Open,Hinglish,Synthetic Complaint,today frequent delay route becoming difficult daily commuter
MPF01583,"During my trip, The seating area and signage were useful.",4,Line 3,BKC,2026-01-10,Daily commute,Facilities,escalator,Positive,0.74,Low,Working professional,Not Required,English,Synthetic Survey,trip seating area signage useful
MPF01584,"Overall, There should be more working ticket counters during rush hours.",2,Line 1,Ghatkopar,2026-04-18,College,Ticketing,qr_scanner,Negative,-0.81,High,Working professional,In Review,English,Synthetic Complaint,overall working ticket counter rush hour
MPF01585,The coach was extremely crowded during peak hours.,2,Line 3,BKC,2026-04-02,Shopping,Crowding,door_area_crowding,Negative,-0.48,High,Senior citizen,In Review,English,Synthetic Survey,coach extremely crowded peak hour
MPF01586,"During my trip, Frequent delays on this route are becoming difficult for daily commuters.",2,Line 6,Jogeshwari,2026-05-21,Daily commute,Delay,late_train,Negative,-0.56,High,Student,Open,English,Synthetic Complaint,trip frequent delay route becoming difficult daily commuter
MPF01587,"Today, The lift was out of service and caused inconvenience.",2,Line 6,Jogeshwari,2026-01-17,College,Facilities,seating_and_water,Negative,-0.77,High,General,Open,English,Synthetic Complaint,today lift service caused inconvenience
MPF01588,Broken fixtures and damaged signs should be repaired.,2,Line 6,Shyam Nagar,2026-02-16,Daily commute,Maintenance,infrastructure,Negative,-0.71,High,Senior citizen,Not Required,Hinglish,Synthetic Survey,broken fixture damaged sign repaired
MPF01589,"During my trip, The ticket machine was not working and caused a queue.",1,Line 2A,Kandarpada,2026-04-13,Work,Ticketing,ticket_machine,Negative,-0.47,High,Working professional,Not Required,Hinglish,Synthetic Complaint,trip ticket machine working caused queue
MPF01590,"Overall, Better last-mile connectivity would help passengers.",3,Line 7,Mogharpada,2026-02-11,Other,Connectivity,interchange,Neutral,-0.07,Medium,General,Not Required,English,Synthetic Survey,overall better lastmile connectivity would help passenger
MPF01591,"In my experience, Broken fixtures and damaged signs should be repaired.",3,Line 2A,Dahisar East,2026-08-29,Daily commute,Maintenance,infrastructure,Neutral,0.02,Medium,Student,In Review,English,Synthetic Survey,experience broken fixture damaged sign repaired
MPF01592,The station has clean lifts and working escalators.,5,Line 2A,Kandarpada,2026-01-27,Tourism,Facilities,seating_and_water,Positive,0.85,Low,Tourist,Not Required,English,Synthetic Complaint,station clean lift working escalator
MPF01593,"In my experience, I felt safe throughout the journey and at the station.",5,Line 3,MIDC,2026-08-11,Other,Safety,security_presence,Positive,0.59,Low,Senior citizen,Resolved,Hinglish,Synthetic Review,experience felt safe throughout journey station
MPF01594,"During my trip, The station floor was dirty and bins were overflowing.",2,Line 1,Andheri,2026-05-16,Work,Cleanliness,washroom_cleanliness,Negative,-0.75,High,Student,Open,English,Synthetic Complaint,trip station floor dirty bin overflowing
MPF01595,"Today, Frequent delays on this route are becoming difficult for daily commuters.",3,Line 3,BKC,2026-04-20,Other,Delay,late_train,Neutral,0.05,Medium,Working professional,Resolved,English,Synthetic Survey,today frequent delay route becoming difficult daily commuter
MPF01596,"Overall, Please improve cleanliness in the washroom area.",2,Line 6,Kanjurmarg,2026-05-18,Tourism,Cleanliness,coach_cleanliness,Negative,-0.54,High,Tourist,Resolved,English,Synthetic Survey,overall please improve cleanliness washroom area
MPF01597,"Today, The station staff were polite and helpful.",5,Line 3,SEEPZ,2026-07-03,Daily commute,Staff Behaviour,security_assistance,Positive,0.9,Low,Working professional,Resolved,English,Synthetic Complaint,today station staff polite helpful
MPF01598,"Overall, The station has clean lifts and working escalators.",5,Line 7,Goregaon East,2026-02-17,College,Facilities,lift,Positive,0.82,Low,Working professional,Not Required,English,Synthetic Review,overall station clean lift working escalator
MPF01599,"In my experience, The coach condition was good and everything looked maintained.",5,Line 1,Azad Nagar,2026-07-25,Shopping,Maintenance,equipment,Positive,0.77,Low,Senior citizen,Not Required,English,Synthetic Review,experience coach condition good everything looked maintained
MPF01600,"In my experience, The fare is reasonable for the service provided.",4,Line 7,Aarey,2026-07-30,Work,Fare,fare_value,Positive,0.83,Low,Student,Not Required,English,Synthetic Review,experience fare reasonable service provided
MPF01601,"Overall, Frequent delays on this route are becoming difficult for daily commuters.",2,Line 3,Aarey JVLR,2026-06-29,Other,Delay,missed_connection,Negative,-0.73,High,General,In Review,English,Synthetic Survey,overall frequent delay route becoming difficult daily commuter
MPF01602,"Overall, It was difficult to connect from the metro to the bus stop.",2,Line 1,Ghatkopar,2026-03-19,College,Connectivity,interchange,Negative,-0.62,High,General,Not Required,English,Synthetic Survey,overall difficult connect metro bus stop
MPF01603,"Overall, The coach was clean and well maintained.",4,Line 3,BKC,2026-04-10,College,Cleanliness,washroom_cleanliness,Positive,0.61,Low,Student,Resolved,English,Synthetic Complaint,overall coach clean well maintained
MPF01604,"In my experience, The staff member at the counter was rude and unhelpful.",1,Line 7,Jogeshwari East,2026-07-29,Tourism,Staff Behaviour,staff_politeness,Negative,-0.81,High,Student,In Review,English,Synthetic Survey,experience staff member counter rude unhelpful
MPF01605,"Today, Good value for money compared with other transport options.",5,Line 7,Jogeshwari East,2026-03-05,Tourism,Fare,frequent_commuter_cost,Positive,0.88,Low,Tourist,Not Required,Hinglish,Synthetic Review,today good value money compared transport option
MPF01606,The station floor was dirty and bins were overflowing.,2,Line 7,Goregaon East,2026-05-08,College,Cleanliness,washroom_cleanliness,Negative,-0.41,High,Student,In Review,English,Synthetic Complaint,station floor dirty bin overflowing
MPF01607,"Today, Security presence at the station was reassuring.",4,Line 1,Versova,2026-03-17,Tourism,Safety,security_presence,Positive,0.85,Low,Tourist,Not Required,English,Synthetic Survey,today security presence station reassuring
MPF01608,"Today, There should be more working ticket counters during rush hours.",2,Line 3,SEEPZ,2026-01-16,Daily commute,Ticketing,qr_scanner,Negative,-0.93,High,Tourist,Resolved,English,Synthetic Survey,today working ticket counter rush hour
MPF01609,"Today, Please improve passenger safety near the platform edge.",3,Line 3,Aarey JVLR,2026-01-26,Work,Safety,security_presence,Neutral,0.1,Medium,Tourist,Not Required,English,Synthetic Survey,today please improve passenger safety near platform edge
MPF01610,"Today, The station staff were polite and helpful.",5,Line 7,Goregaon East,2026-04-09,College,Staff Behaviour,staff_politeness,Positive,0.88,Low,General,Resolved,Hinglish,Synthetic Survey,today station staff polite helpful
MPF01611,"Today, The train had comfortable space and was not crowded.",5,Line 2A,Goregaon West,2026-04-17,Work,Crowding,door_area_crowding,Positive,0.71,Low,Tourist,Not Required,English,Synthetic Review,today train comfortable space crowded
MPF01612,"Today, Frequent delays on this route are becoming difficult for daily commuters.",2,Line 7,Dindoshi,2026-08-24,Daily commute,Delay,service_frequency,Negative,-0.86,High,Working professional,Resolved,Hinglish,Synthetic Complaint,today frequent delay route becoming difficult daily commuter
MPF01613,"Overall, The train had comfortable space and was not crowded.",5,Line 3,Marol Naka,2026-06-27,Shopping,Crowding,peak_hour_crowding,Positive,0.91,Low,General,Not Required,Hinglish,Synthetic Complaint,overall train comfortable space crowded
MPF01614,"Overall, Better last-mile connectivity would help passengers.",3,Line 7,Mogharpada,2026-03-30,College,Connectivity,interchange,Neutral,-0.09,Medium,Senior citizen,In Review,English,Synthetic Survey,overall better lastmile connectivity would help passenger
MPF01615,"In my experience, Crowding near the doors made boarding difficult.",2,Line 6,Kanjurmarg,2026-07-18,College,Crowding,peak_hour_crowding,Negative,-0.5,High,General,Resolved,Hinglish,Synthetic Review,experience crowding near door made boarding difficult
MPF01616,Please improve passenger safety near the platform edge.,2,Line 7,Dindoshi,2026-04-22,Shopping,Safety,platform_safety,Negative,-0.65,High,Tourist,In Review,English,Synthetic Survey,please improve passenger safety near platform edge
MPF01617,"Overall, Security staff guided me properly when I asked for help.",4,Line 6,Swami Samarth Nagar,2026-06-30,Shopping,Staff Behaviour,staff_politeness,Positive,0.63,Low,Working professional,Not Required,English,Synthetic Survey,overall security staff guided properly asked help
MPF01618,The station has clean lifts and working escalators.,5,Line 2A,Shimpoli,2026-04-19,Other,Facilities,lift,Positive,0.88,Low,Tourist,Not Required,English,Synthetic Survey,station clean lift working escalator
MPF01619,"During my trip, The train had comfortable space and was not crowded.",5,Line 1,Versova,2026-08-29,Shopping,Crowding,peak_hour_crowding,Positive,0.88,Low,General,Not Required,English,Synthetic Survey,trip train comfortable space crowded
MPF01620,"Overall, Train service was running late today. Please improve punctuality.",2,Line 3,BKC,2026-02-17,Work,Delay,missed_connection,Negative,-0.93,High,Tourist,Open,Hinglish,Synthetic Review,overall train service running late today please improve punctuality
MPF01621,"Today, The station has clean lifts and working escalators.",5,Line 3,SEEPZ,2026-04-13,Daily commute,Facilities,lift,Positive,0.56,Low,Tourist,Not Required,English,Synthetic Survey,today station clean lift working escalator
MPF01622,"During my trip, I felt safe throughout the journey and at the station.",5,Line 3,Aarey JVLR,2026-04-07,Work,Safety,general_safety,Positive,0.63,Low,Tourist,Not Required,Hinglish,Synthetic Review,trip felt safe throughout journey station
MPF01623,"During my trip, The lift was out of service and caused inconvenience.",2,Line 2A,Dahisar East,2026-01-09,Work,Facilities,seating_and_water,Negative,-0.69,High,General,Open,English,Synthetic Complaint,trip lift service caused inconvenience
MPF01624,"During my trip, Buying the ticket was quick and easy.",5,Line 3,SEEPZ,2026-02-27,Tourism,Ticketing,ticket_machine,Positive,0.84,Low,Senior citizen,Resolved,English,Synthetic Complaint,trip buying ticket quick easy
MPF01625,The lift was out of service and caused inconvenience.,2,Line 3,MIDC,2026-07-17,Daily commute,Facilities,seating_and_water,Negative,-0.41,High,Tourist,Not Required,English,Synthetic Review,lift service caused inconvenience
MPF01626,"Today, Crowding near the doors made boarding difficult.",2,Line 3,Aarey JVLR,2026-06-14,College,Crowding,door_area_crowding,Negative,-0.71,High,Working professional,Open,English,Synthetic Complaint,today crowding near door made boarding difficult
MPF01627,"In my experience, Broken fixtures and damaged signs should be repaired.",3,Line 7,Dindoshi,2026-07-28,Shopping,Maintenance,infrastructure,Neutral,-0.03,Medium,Student,Resolved,English,Synthetic Review,experience broken fixture damaged sign repaired
MPF01628,"Overall, Please improve passenger safety near the platform edge.",1,Line 3,Marol Naka,2026-02-12,Other,Safety,platform_safety,Negative,-0.62,High,Student,Resolved,English,Synthetic Survey,overall please improve passenger safety near platform edge
MPF01629,The ticket machine was not working and caused a queue.,2,Line 1,Versova,2026-03-31,Tourism,Ticketing,ticket_machine,Negative,-0.79,High,Student,Open,English,Synthetic Survey,ticket machine working caused queue
MPF01630,"Overall, The coach was extremely crowded during peak hours.",2,Line 2A,Shimpoli,2026-08-07,Work,Crowding,peak_hour_crowding,Negative,-0.91,High,Senior citizen,In Review,Hinglish,Synthetic Review,overall coach extremely crowded peak hour
MPF01631,"During my trip, Security staff guided me properly when I asked for help.",3,Line 1,Ghatkopar,2026-07-20,Shopping,Staff Behaviour,staff_politeness,Neutral,-0.05,Medium,General,In Review,English,Synthetic Complaint,trip security staff guided properly asked help
MPF01632,"During my trip, The staff member at the counter was rude and unhelpful.",1,Line 6,Jogeshwari,2026-01-07,Work,Staff Behaviour,staff_helpfulness,Negative,-0.71,High,General,Not Required,English,Synthetic Complaint,trip staff member counter rude unhelpful
MPF01633,"During my trip, The station staff were polite and helpful.",5,Line 6,Kanjurmarg,2026-03-22,Tourism,Staff Behaviour,security_assistance,Positive,0.59,Low,Student,Resolved,English,Synthetic Review,trip station staff polite helpful
MPF01634,"Overall, The coach was extremely crowded during peak hours.",2,Line 6,Kanjurmarg,2026-05-31,Shopping,Crowding,door_area_crowding,Negative,-0.37,High,Working professional,Resolved,English,Synthetic Review,overall coach extremely crowded peak hour
