feedback_id,feedback_text,rating,metro_line,station,feedback_date,journey_type,issue_category,subtopic,sentiment,sentiment_score,urgency,passenger_type,resolution_status,language,data_source
MPF01644,"Today, The staff member at the counter was rude and unhelpful.",1,Line 6,Kanjurmarg,2026-05-04,Work,Staff Behaviour,staff_politeness,Negative,-0.87,High,Student,In Review,English,Synthetic Review
MPF01645,"During my trip, Security presence at the station was reassuring.",5,Line 6,Jogeshwari,2026-08-11,Tourism,Safety,security_presence,Positive,0.58,Low,Tourist,Not Required,English,Synthetic Survey
MPF01646,"Today, It was difficult to connect from the metro to the bus stop.",2,Line 1,Andheri,2026-05-31,College,Connectivity,bus_connection,Negative,-0.5,High,Tourist,Resolved,English,Synthetic Survey
MPF01647,"Overall, The station floor was dirty and bins were overflowing.",2,Line 2A,Dahisar East,2026-06-05,Tourism,Cleanliness,washroom_cleanliness,Negative,-0.9,High,General,Not Required,English,Synthetic Survey
MPF01648,"Overall, Crowding near the doors made boarding difficult.",2,Line 3,Marol Naka,2026-04-03,College,Crowding,door_area_crowding,Negative,-0.71,High,Senior citizen,Not Required,Hinglish,Synthetic Complaint
MPF01649,Please improve cleanliness in the washroom area.,1,Line 2A,Shimpoli,2026-02-26,Tourism,Cleanliness,coach_cleanliness,Negative,-0.52,High,Student,Not Required,English,Synthetic Complaint
MPF01650,"Overall, It was difficult to connect from the metro to the bus stop.",2,Line 7,Dindoshi,2026-08-07,Daily commute,Connectivity,interchange,Negative,-0.45,High,Student,Open,Hinglish,Synthetic Review
MPF01651,"Today, Train service was running late today. Please improve punctuality.",1,Line 1,Azad Nagar,2026-04-22,College,Delay,late_train,Negative,-0.76,High,Tourist,Open,English,Synthetic Review
MPF01652,Security staff guided me properly when I asked for help.,5,Line 3,SEEPZ,2026-07-31,Shopping,Staff Behaviour,staff_helpfulness,Positive,0.68,Low,Working professional,Not Required,English,Synthetic Review
MPF01653,"Today, The station floor was dirty and bins were overflowing.",1,Line 2A,Shimpoli,2026-03-18,Tourism,Cleanliness,coach_cleanliness,Negative,-0.94,High,Senior citizen,Not Required,English,Synthetic Review
MPF01654,"During my trip, Good value for money compared with other transport options.",4,Line 2A,Dahisar East,2026-05-14,Work,Fare,fare_complaint,Positive,0.92,Low,Tourist,Resolved,English,Synthetic Review
MPF01655,"Overall, Frequent delays on this route are becoming difficult for daily commuters.",2,Line 3,Marol Naka,2026-05-02,Work,Delay,service_frequency,Negative,-0.59,High,General,In Review,Hinglish,Synthetic Survey
MPF01656,Better last-mile connectivity would help passengers.,3,Line 7,Aarey,2026-08-14,Tourism,Connectivity,interchange,Neutral,0.02,Medium,Working professional,Open,English,Synthetic Survey
MPF01657,"During my trip, Please train staff to respond more politely to passengers.",2,Line 7,Mogharpada,2026-07-19,Shopping,Staff Behaviour,staff_helpfulness,Negative,-0.9,High,Working professional,In Review,English,Synthetic Review
MPF01658,"In my experience, Good value for money compared with other transport options.",4,Line 2A,Goregaon West,2026-04-18,College,Fare,frequent_commuter_cost,Positive,0.62,Low,General,Not Required,English,Synthetic Survey
MPF01659,"Overall, There should be more working ticket counters during rush hours.",3,Line 6,Swami Samarth Nagar,2026-06-02,Other,Ticketing,counter_queue,Neutral,-0.01,Medium,Senior citizen,Not Required,English,Synthetic Survey
MPF01660,"During my trip, Security presence at the station was reassuring.",5,Line 2A,Goregaon West,2026-07-19,Other,Safety,platform_safety,Positive,0.59,Low,Senior citizen,Not Required,English,Synthetic Complaint
MPF01661,"Today, Seats and windows were clean during my journey.",4,Line 3,BKC,2026-05-10,Other,Cleanliness,washroom_cleanliness,Positive,0.67,Low,Tourist,Not Required,English,Synthetic Review
MPF01662,"Today, Please train staff to respond more politely to passengers.",2,Line 7,Goregaon East,2026-08-06,Shopping,Staff Behaviour,staff_helpfulness,Negative,-0.9,High,Senior citizen,In Review,Hinglish,Synthetic Review
MPF01663,Please train staff to respond more politely to passengers.,2,Line 2A,Poisar,2026-02-08,Other,Staff Behaviour,staff_helpfulness,Negative,-0.55,High,Student,Not Required,English,Synthetic Survey
MPF01664,"In my experience, The coach condition was good and everything looked maintained.",5,Line 3,MIDC,2026-03-02,Other,Maintenance,equipment,Positive,0.68,Low,Tourist,Not Required,English,Synthetic Review
MPF01665,"Overall, Very little waiting time today; the train arrived on schedule.",5,Line 3,Marol Naka,2026-05-04,Shopping,Delay,missed_connection,Positive,0.73,Low,General,Not Required,English,Synthetic Review
MPF01666,Frequent delays on this route are becoming difficult for daily commuters.,3,Line 3,MIDC,2026-06-14,Work,Delay,service_frequency,Neutral,0.09,Medium,Working professional,Resolved,English,Synthetic Complaint
MPF01667,"In my experience, Frequent delays on this route are becoming difficult for daily commuters.",2,Line 1,Ghatkopar,2026-07-12,Tourism,Delay,late_train,Negative,-0.75,High,Senior citizen,In Review,English,Synthetic Review
MPF01668,"Overall, Security staff guided me properly when I asked for help.",5,Line 6,Vikhroli,2026-07-24,Tourism,Staff Behaviour,security_assistance,Positive,0.83,Low,Tourist,Resolved,Hinglish,Synthetic Review
MPF01669,The ticket machine was not working and caused a queue.,2,Line 7,Aarey,2026-08-10,Other,Ticketing,counter_queue,Negative,-0.91,High,General,Not Required,English,Synthetic Complaint
MPF01670,"Overall, Please review the fare for frequent daily commuters.",2,Line 3,Aarey JVLR,2026-02-19,Shopping,Fare,frequent_commuter_cost,Negative,-0.49,High,Working professional,Not Required,English,Synthetic Review
MPF01671,"In my experience, The metro connection to other transport was convenient.",5,Line 6,Jogeshwari,2026-08-15,Shopping,Connectivity,interchange,Positive,0.92,Low,Student,Resolved,English,Synthetic Review
MPF01672,Please improve cleanliness in the washroom area.,3,Line 2A,Poisar,2026-03-16,College,Cleanliness,coach_cleanliness,Neutral,-0.02,Medium,General,Resolved,English,Synthetic Complaint
MPF01673,"Overall, The escalator was not working and needs maintenance.",2,Line 1,DN Nagar,2026-04-02,Other,Maintenance,signage_and_fixtures,Negative,-0.77,High,General,Not Required,English,Synthetic Review
MPF01674,"In my experience, The station has clean lifts and working escalators.",5,Line 6,Vikhroli,2026-06-05,College,Facilities,seating_and_water,Positive,0.58,Low,General,Not Required,English,Synthetic Review
MPF01675,"Overall, Security staff guided me properly when I asked for help.",3,Line 2A,Kandarpada,2026-05-01,Other,Staff Behaviour,security_assistance,Neutral,0.04,Medium,Student,Not Required,English,Synthetic Review
MPF01676,"Overall, Good value for money compared with other transport options.",4,Line 1,Azad Nagar,2026-06-16,Other,Fare,fare_complaint,Positive,0.69,Low,General,Not Required,English,Synthetic Review
MPF01677,The metro connection to other transport was convenient.,5,Line 6,Jogeshwari,2026-03-18,Daily commute,Connectivity,interchange,Positive,0.93,Low,Student,Not Required,English,Synthetic Complaint
MPF01678,"In my experience, The station staff were polite and helpful.",4,Line 3,Aarey JVLR,2026-06-03,Daily commute,Staff Behaviour,staff_helpfulness,Positive,0.76,Low,Tourist,Resolved,English,Synthetic Survey
MPF01679,"During my trip, The QR ticket scanner worked smoothly.",4,Line 6,Jogeshwari,2026-06-14,Daily commute,Ticketing,qr_scanner,Positive,0.81,Low,Tourist,Resolved,English,Synthetic Survey
MPF01680,"In my experience, The coach was clean and well maintained.",4,Line 3,SEEPZ,2026-07-24,Tourism,Cleanliness,station_cleanliness,Positive,0.72,Low,Student,Not Required,English,Synthetic Survey
MPF01681,The coach was extremely crowded during peak hours.,3,Line 3,Marol Naka,2026-06-12,Daily commute,Crowding,peak_hour_crowding,Neutral,-0.07,Medium,Working professional,Resolved,English,Synthetic Survey
MPF01682,"Overall, The QR ticket scanner worked smoothly.",5,Line 3,MIDC,2026-07-30,Shopping,Ticketing,counter_queue,Positive,0.87,Low,Working professional,Resolved,English,Synthetic Complaint
MPF01683,"During my trip, The coach was extremely crowded during peak hours.",2,Line 1,Andheri,2026-01-24,Other,Crowding,peak_hour_crowding,Negative,-0.77,High,Senior citizen,Not Required,English,Synthetic Complaint
MPF01684,"Overall, The platform was overcrowded and felt unsafe.",3,Line 2A,Poisar,2026-06-06,Tourism,Safety,security_presence,Neutral,0.08,Medium,Tourist,Not Required,English,Synthetic Survey
MPF01685,"Today, The train had comfortable space and was not crowded.",5,Line 3,Aarey JVLR,2026-07-15,Other,Crowding,door_area_crowding,Positive,0.6,Low,Senior citizen,Not Required,English,Synthetic Complaint
MPF01686,"During my trip, Please improve cleanliness in the washroom area.",1,Line 7,Mogharpada,2026-04-01,Shopping,Cleanliness,washroom_cleanliness,Negative,-0.37,High,Senior citizen,Open,Hinglish,Synthetic Survey
MPF01687,"During my trip, The lift was out of service and caused inconvenience.",2,Line 6,Vikhroli,2026-03-01,Shopping,Facilities,escalator,Negative,-0.39,High,Tourist,Open,English,Synthetic Survey
MPF01688,"In my experience, Please review the fare for frequent daily commuters.",4,Line 1,Azad Nagar,2026-08-22,Tourism,Fare,frequent_commuter_cost,Positive,0.71,Low,Student,Resolved,English,Synthetic Review
MPF01689,"In my experience, Very little waiting time today; the train arrived on schedule.",5,Line 2A,Shimpoli,2026-04-17,Work,Delay,service_frequency,Positive,0.7,Low,Tourist,Not Required,English,Synthetic Review
MPF01690,"Overall, Broken fixtures and damaged signs should be repaired.",2,Line 1,Azad Nagar,2026-08-23,Tourism,Maintenance,signage_and_fixtures,Negative,-0.72,High,General,Open,English,Synthetic Complaint
MPF01691,"In my experience, The staff member at the counter was rude and unhelpful.",1,Line 6,Kanjurmarg,2026-06-06,Shopping,Staff Behaviour,staff_politeness,Negative,-0.43,High,General,Resolved,English,Synthetic Review
MPF01692,"Overall, Very little waiting time today; the train arrived on schedule.",5,Line 7,Jogeshwari East,2026-01-25,Daily commute,Delay,service_frequency,Positive,0.76,Low,General,Resolved,Hinglish,Synthetic Survey
MPF01693,It was difficult to connect from the metro to the bus stop.,2,Line 2A,Goregaon West,2026-03-18,Shopping,Connectivity,interchange,Negative,-0.36,High,Student,Not Required,English,Synthetic Review
MPF01694,"Overall, The coach was extremely crowded during peak hours.",1,Line 3,Marol Naka,2026-01-05,Other,Crowding,peak_hour_crowding,Negative,-0.43,High,General,In Review,English,Synthetic Survey
MPF01695,"In my experience, The seating area and signage were useful.",4,Line 6,Kanjurmarg,2026-03-18,Tourism,Facilities,lift,Positive,0.6,Low,General,Resolved,English,Synthetic Review
MPF01696,"Overall, Very little waiting time today; the train arrived on schedule.",4,Line 2A,Kandarpada,2026-04-20,Work,Delay,service_frequency,Positive,0.76,Low,Senior citizen,Resolved,Hinglish,Synthetic Review
MPF01697,"In my experience, The station infrastructure appeared well maintained.",4,Line 6,Swami Samarth Nagar,2026-04-13,Tourism,Maintenance,signage_and_fixtures,Positive,0.6,Low,General,Resolved,Hinglish,Synthetic Review
MPF01698,"During my trip, Please improve cleanliness in the washroom area.",2,Line 2A,Dahisar East,2026-08-28,Daily commute,Cleanliness,washroom_cleanliness,Negative,-0.57,High,Tourist,Resolved,English,Synthetic Survey
MPF01699,"During my trip, Please improve passenger safety near the platform edge.",1,Line 3,BKC,2026-01-19,College,Safety,general_safety,Negative,-0.76,High,Tourist,In Review,English,Synthetic Survey
MPF01700,The station infrastructure appeared well maintained.,3,Line 2A,Poisar,2026-05-08,Shopping,Maintenance,equipment,Neutral,-0.09,Medium,Tourist,Open,English,Synthetic Survey
MPF01701,"Overall, The fare is reasonable for the service provided.",3,Line 1,DN Nagar,2026-02-20,College,Fare,frequent_commuter_cost,Neutral,-0.07,Medium,General,Not Required,English,Synthetic Complaint
MPF01702,"Overall, Please train staff to respond more politely to passengers.",2,Line 3,MIDC,2026-05-21,College,Staff Behaviour,security_assistance,Negative,-0.51,High,Senior citizen,Resolved,English,Synthetic Review
MPF01703,"Today, More seating and drinking water facilities are needed.",4,Line 1,Versova,2026-08-03,Work,Facilities,escalator,Positive,0.72,Low,Working professional,Not Required,English,Synthetic Complaint
MPF01704,The coach was clean and well maintained.,5,Line 3,SEEPZ,2026-08-10,College,Cleanliness,washroom_cleanliness,Positive,0.89,Low,Student,Resolved,English,Synthetic Survey
MPF01705,"Today, Seats and windows were clean during my journey.",5,Line 6,Shyam Nagar,2026-03-30,Daily commute,Cleanliness,station_cleanliness,Positive,0.94,Low,General,Resolved,English,Synthetic Survey
MPF01706,"During my trip, Seats and windows were clean during my journey.",5,Line 6,Swami Samarth Nagar,2026-01-30,Tourism,Cleanliness,station_cleanliness,Positive,0.84,Low,Tourist,Resolved,English,Synthetic Complaint
MPF01707,"During my trip, The station has clean lifts and working escalators.",4,Line 1,Azad Nagar,2026-03-12,Daily commute,Facilities,lift,Positive,0.79,Low,Senior citizen,Not Required,English,Synthetic Complaint
MPF01708,It was difficult to connect from the metro to the bus stop.,3,Line 2A,Goregaon West,2026-07-07,Work,Connectivity,interchange,Neutral,-0.1,Medium,General,Open,English,Synthetic Complaint
MPF01709,"During my trip, Please improve passenger safety near the platform edge.",1,Line 2A,Goregaon West,2026-06-05,Tourism,Safety,general_safety,Negative,-0.55,High,General,In Review,English,Synthetic Survey
MPF01710,"Today, Good value for money compared with other transport options.",5,Line 7,Aarey,2026-01-15,Work,Fare,fare_value,Positive,0.63,Low,Working professional,Not Required,English,Synthetic Survey
MPF01711,"In my experience, The QR ticket scanner worked smoothly.",5,Line 6,Vikhroli,2026-02-13,Shopping,Ticketing,ticket_machine,Positive,0.91,Low,Tourist,Not Required,English,Synthetic Complaint
MPF01712,"During my trip, The coach condition was good and everything looked maintained.",5,Line 1,Ghatkopar,2026-03-27,Work,Maintenance,signage_and_fixtures,Positive,0.58,Low,Working professional,Not Required,English,Synthetic Survey
MPF01713,"Overall, I felt safe throughout the journey and at the station.",5,Line 7,Mogharpada,2026-04-27,Other,Safety,general_safety,Positive,0.65,Low,Student,Not Required,English,Synthetic Review
MPF01714,"In my experience, Very little waiting time today; the train arrived on schedule.",5,Line 2A,Shimpoli,2026-03-17,Shopping,Delay,service_frequency,Positive,0.82,Low,Tourist,Resolved,Hinglish,Synthetic Review
MPF01715,"Today, Too many passengers were packed into the train today.",1,Line 1,Ghatkopar,2026-03-04,Other,Crowding,platform_crowding,Negative,-0.78,High,Student,In Review,Hinglish,Synthetic Complaint
MPF01716,"Overall, More seating and drinking water facilities are needed.",3,Line 7,Jogeshwari East,2026-03-01,College,Facilities,lift,Neutral,-0.06,Medium,General,Not Required,English,Synthetic Review
MPF01717,"Overall, Seats and windows were clean during my journey.",5,Line 2A,Poisar,2026-01-13,Tourism,Cleanliness,station_cleanliness,Positive,0.74,Low,Tourist,Resolved,English,Synthetic Review
MPF01718,"Today, The station staff were polite and helpful.",5,Line 1,Azad Nagar,2026-04-20,Daily commute,Staff Behaviour,staff_helpfulness,Positive,0.72,Low,Senior citizen,Resolved,English,Synthetic Complaint
